verb	verb_present	verb_past
stilt	stilts	stilted
stiltify	stiltifies	stiltified
stim	stims	stimmed
stimulate	stimulates	stimulated
stimy	stimies	stimied
sting	stings	stung
stink	stinks	stank
stint	stints	stinted
stip	stips	stipped
stipend	stipends	stipended
stipendiate	stipendiates	stipendiated
stipple	stipples	stippled
stipulate	stipulates	stipulated
stir	stirs	stirred
stirfry	stirfries	stirfried
stitch	stitches	stitched
stive	stives	stived
stoak	stoaks	stoaked
stob	stobs	stobbed
stoccade	stoccades	stoccaded
stock	stocks	stocked
stockade	stockades	stockaded
stockpile	stockpiles	stockpiled
stodge	stodges	stodged
stog	stog	stogged
stoicize	stoicizes	stoicized
stoke	stokes	stoked
stomach	stomachs	stomached
stomack	stomacks	stomacked
stomp	stomps	stomped
stone	stones	stoned
stonewall	stonewalls	stonewalled
stonify	stonifies	stonified
stonish	stonishes	stonished
stonk	stonks	stonked
stook	stooks	stooked
stool	stools	stooled
stoom	stooms	stoomed
stoop	stoops	stooped
stoor	stoors	stoored
stop	stops	stopped
stope	stopes	stoped
stopper	stoppers	stoppered
stopple	stopples	stoppled
store	stores	stored
storehouse	storehouses	storehoused
storify	storifies	storified
storm	storms	stormed
story	stories	storied
storyboard	storyboards	storyboarded
stot	stots	stotted
stott	stotts	stotted
stound	stounds	stounded
stour	stours	stoured
stoush	stoushes	stoushed
stove	stoves	stoved
stow	stows	stowed
straddle	straddles	straddled
strafe	strafes	strafed
straggle	straggles	straggled
straight	straights	straighted
straighten	straightens	straightened
strain	strains	strained
strait	straits	straited
straiten	straitens	straitened
straitjacket	straitjackets	straitjacketed
strake	strakes	straked
stram	strams	strammed
stramash	stramashes	stramashed
strand	strands	stranded
strange	stranges	stranged
stranger	strangers	strangered
strangle	strangles	strangled
strangulate	strangulates	strangulated
strap	straps	strapped
straphang	straphangs	straphung
strappado	strappados	strappadoed
strapple	strapples	strappled
strategise	strategises	strategised
strategize	strategizes	strategized
stratify	stratifies	stratified
straught	straughts	straughted
stravaig	stravaigs	stravaiged
stravaige	stravaiges	stravaiged
stray	strays	strayed
streak	streaks	streaked
stream	streams	streamed
streamline	streamlines	streamlined
streek	streeks	streeked
streel	streels	streeled
streighten	streightens	streightened
strength	strengths	strengthed
strengthen	strengthens	strengthened
stress	stresses	stressed
stretch	stretches	stretched
stretcher	stretchers	stretchered
strew	strews	strewed
striate	striates	striated
striddle	striddles	striddled
stride	strides	strode
stridulate	stridulates	stridulated
strike	strikes	struck
strikethrough	strikesthrough	struckthrough
strim	strims	strimmed
string	strings	strung
stringify	stringifies	stringified
strinkle	strinkles	strinkled
strip	strips	stripped
stripe	stripes	striped
striptease	stripteases	stripteased
strive	strives	strove
stroam	stroams	stroamed
strobe	strobes	strobed
strobilate	strobilates	strobilateed
stroke	strokes	stroked
stroll	strolls	strolled
strongarm	strongarms	strongarmed
stroot	stroots	strooted
strop	strops	stropped
strout	strouts	strouted
strow	strows	strowed
strowl	strowls	strowled
stroy	stroys	stroyed
structuralise	structuralises	structuralised
structuralize	structuralizes	structuralized
structure	structures	structured
structurize	structurizes	structurized
struggle	struggles	struggled
strum	strums	strummed
strumpet	strumpets	strumpeted
strut	struts	strutted
stub	stubs	stubbed
stucco	stuccoes	stuccoed
stud	studs	studded
studder	studders	studdered
study	studies	studied
stuff	stuffs	stuffed
stultify	stultifies	stultified
stum	stums	stumed
stumble	stumbles	stumbled
stump	stumps	stumped
stun	stuns	stunned
stunt	stunts	stunted
stupe	stupes	stuped
stupefy	stupefies	stupefied
stupify	stupifies	stupified
stuprate	stuprates	stuprated
stur	sturs	sturred
sturt	sturts	sturted
stut	stuts	stutted
stutter	stutters	stuttered
sty	sties	stied
style	styles	styled
stylemog	stylemogs	stylemogged
stylise	stylises	stylised
stylize	stylizes	stylized
stymie	stymies	stymied
stymy	stymies	stymied
suade	suades	suaded
suage	suages	suaged
suavify	suavifies	suavified
sub	subs	subbed
subact	subacts	subacted
subaid	subaids	subaided
subcategorise	subcategorises	subcategorised
subcategorize	subcategorizes	subcategorized
subclass	subclasses	subclassed
subclassify	subclassifies	subclassified
subclone	subclones	subcloned
subcontract	subcontracts	subcontracted
subcool	subcools	subcooled
subculture	subcultures	subcultured
subdelegate	subdelegates	subdelegated
subdew	subdews	subdewed
subdivide	subdivides	subdivided
subduce	subduces	subduced
subduct	subducts	subducted
subdue	subdues	subdued
subedit	subedits	subedited
subfix	subfixes	subfixed
subfranchise	subfranchises	subfranchised
subgrant	subgrants	subgranted
subgroup	subgroups	subgrouped
subincise	subincises	subincised
subindicate	subindicates	subindicated
subinduce	subinduces	subinduced
subinfer	subinfers	subinferred
subitise	subitises	subitised
subitize	subitizes	subitized
subject	subjects	subjected
subjectivise	subjectivises	subjectivised
subjectivize	subjectivizes	subjectivized
subjoin	subjoins	subjoined
subjugate	subjugates	subjugated
sublate	sublates	sublated
sublease	subleases	subleased
sublet	sublets	sublet
sublicence	sublicences	sublicenced
sublicense	sublicenses	sublicensed
sublimate	sublimates	sublimated
sublime	sublimes	sublimed
submarine	submarines	submarined
submerge	submerges	submerged
submerse	submerses	submersed
submeter	submeters	submetered
subminister	subministers	subministered
subministrate	subministrates	subministrated
submit	submits	submitted
submodify	submodifies	submodifyied
submonish	submonishes	submonished
subnect	subnects	subnected
subnet	subnets	subnetted
subnumerate	subnumerates	subnumerated
subordinate	subordinates	subordinated
suborn	suborns	suborned
subpartition	subpartitions	subpartitioned
subpena	subpenas	subpenaed
subpoena	subpoenas	subpoenaed
subpœna	subpœnas	subpœnaed
subrogate	subrogates	subrogated
subsample	subsamples	subsampled
subscribe	subscribes	subscribed
subsecute	subsecutes	subsecuted
subselect	subselects	subselected
subserve	subserves	subserved
subserviate	subserviates	subserviated
subside	subsides	subsided
subsidise	subsidises	subsidised
subsidize	subsidizes	subsidized
subsign	subsigns	subsigned
subsist	subsists	subsisted
subspecialise	subspecialises	subspecialised
subspecialize	subspecializes	subspecialized
substantialize	substantializes	substantialized
substantiate	substantiates	substantiated
substantivise	substantivises	substantivised
substantivize	substantivizes	substantivized
substitute	substitutes	substituted
substract	substracts	substracted
substrate	substrates	substrated
substruct	substructs	substructed
subsume	subsumes	subsumed
subtend	subtends	subtended
subtiliate	subtiliates	subtiliated
subtilise	subtilises	subtilised
subtilize	subtilizes	subtilized
subtitle	subtitles	subtitled
subtotal	subtotals	subtotalled
subtract	subtracts	subtracted
subtrude	subtrudes	subtruded
subtype	subtypes	subtyped
suburbanize	suburbanizes	suburbanized
subvene	subvenes	subvened
subvent	subvents	subvented
subvention	subventions	subventioned
subventionize	subventionizes	subventionized
subverse	subverses	subversed
subvert	subverts	subverted
subvocalize	subvocalizes	subvocalized
subway	subways	subwayed
succede	succedes	succeded
succeed	succeeds	succeeded
succor	succors	succored
succour	succours	succoured
succumb	succumbs	succumbed
succuss	succusses	succussed
suck	sucks	sucked
sucker	suckers	suckered
suckle	suckles	suckled
suction	suctions	suctioned
sudate	sudates	sudated
sue	sues	sued
suffer	suffers	suffered
suffice	suffices	sufficed
suffix	suffixes	suffixed
sufflaminate	sufflaminates	sufflaminated
sufflate	sufflates	sufflated
suffocate	suffocates	suffocated
suffonsify	suffonsifies	suffonsified
suffragate	suffragates	suffragated
suffumigate	suffumigates	suffumigated
suffuse	suffuses	suffused
sug	sug	ed
sugar	sugars	sugared
sugarcoat	sugarcoats	sugarcoated
suggest	suggests	suggested
suggilate	suggilates	suggilated
suggillate	suggillates	suggillated
suicide	suicides	suicided
suit	suits	suited
suitcase	suitcases	suitcased
suitor	suitors	suitored
sulfate	sulfates	sulfated
sulfonate	sulfonates	sulfonated
sulfur	sulfurs	sulfured
sulfurate	sulfurates	sulfurated
sulfurise	sulfurises	sulfurised
sulfurize	sulfurizes	sulfurized
sulk	sulks	sulked
sull	sulls	sulled
sullow	sullows	sullowed
sully	sullies	sullied
sulphate	sulphates	sulphated
sulphur	sulphurs	sulphured
sulphurate	sulphurates	sulphurated
sulphurise	sulphurises	sulphurised
sum	sums	summed
summarise	summarises	summarised
summarize	summarizes	summarized
summate	summates	summated
summer	summers	summered
summit	summits	summited
summon	summons	summoned
summons	summonses	summonsed
sumoylate	sumoylates	sumoylated
sump	sumps	sumped
sun	suns	sunned
sunbake	sunbakes	sunbaked
sunbathe	sunbathes	sunbathed
sunburn	sunburns	sunburned
sunder	sunders	sundered
sunnitize	sunnitizes	sunnitized
sunnize	sunnizes	sunnized
sunscald	sunscalds	sunscalded
sunset	sunsets	sunsetted
suntan	suntans	suntanned
sup	sups	supped
super	supers	supered
superabound	superabounds	superabounded
superadd	superadds	superadded
superannuate	superannuates	superannuated
superate	superates	superated
supercalender	supercalenders	supercalendered
supercede	supercedes	superceded
supercharge	supercharges	supercharged
superclass	superclasses	superclassed
supercoil	supercoils	supercoiled
supercompress	supercompresses	supercompressed
superconduct	superconducts	superconducted
supercool	supercools	supercooled
supercruise	supercruises	supercruised
superelevate	superelevates	superelevated
superencipher	superenciphers	superenciphered
supererogate	supererogates	supererogated
superexalt	superexalts	superexalted
superfetate	superfetates	superfetated
superfete	superfetes	superfeted
superficialise	superficialises	superficialised
superficialize	superficializes	superficialized
superfix	superfixes	superfixed
superfuse	superfuses	superfused
superglue	superglues	superglued
superharden	superhardens	superhardened
superheat	superheats	superheated
superhumanise	superhumanises	superhumanised
superhumanize	superhumanizes	superhumanized
superimpose	superimposes	superimposed
superinduce	superinduces	superinduced
superinfect	superinfects	superinfected
superinfuse	superinfuses	superinfused
superinspect	superinspects	superinspected
superintend	superintends	superintended
superlie	superlies	superlay
supernaturalise	supernaturalises	supernaturalised
supernaturalize	supernaturalizes	supernaturalized
superordinate	superordinates	superordinated
superovulate	superovulates	superovulated
superplease	superpleases	superpleased
superpose	superposes	superposed
superrefine	superrefines	superrefined
supersample	supersamples	supersampled
supersaturate	supersaturates	supersaturated
superscribe	superscribes	superscribed
supersede	supersedes	superseded
supersell	supersells	supersold
superseminate	superseminates	superseminated
supershift	supershifts	supershifted
supersize	supersizes	supersized
superstimulate	superstimulates	superstimulated
superstrain	superstrains	superstrained
superstrate	superstrates	superstrated
superstruct	superstructs	superstructed
supertitle	supertitles	supertitled
supertype	supertypes	supertyped
supervene	supervenes	supervened
supervise	supervises	supervised
supervive	supervives	supervived
supinate	supinates	supinated
suppeditate	suppeditates	suppeditated
supper	suppers	suppered
supplace	supplaces	supplaced
supplant	supplants	supplanted
supple	supples	suppled
supplement	supplements	supplemented
supplicate	supplicates	supplicated
supply	supplies	supplied
support	supports	supported
suppose	supposes	supposed
suppress	suppresses	suppressed
supprise	supprises	supprised
suppurate	suppurates	suppurated
supputate	supputates	supputated
suppute	supputes	supputed
supreme	supremes	supremed
surbase	surbases	surbased
surbate	surbates	surbated
surbeat	surbeats	surbeated
surbed	surbeds	surbedded
surcease	surceases	surceased
surcharge	surcharges	surcharged
surcloy	surcloys	surcloyed
surf	surfs	surfed
surface	surfaces	surfaced
surfboard	surfboards	surfboarded
surfcast	surfcasts	surfcast
surfeit	surfeits	surfeited
surfel	surfels	surfelled
surfle	surfles	surfled
surge	surges	surged
surmise	surmises	surmised
surmount	surmounts	surmounted
surname	surnames	surnamed
surpass	surpasses	surpassed
surprise	surprises	surprised
surprize	surprizes	surprized
surrebut	surrebuts	surrebutted
surrejoin	surrejoins	surrejoined
surrender	surrenders	surrendered
surrendre	surrendres	surrendred
surrogate	surrogates	surrogated
surround	surrounds	surrounded
surtitle	surtitles	surtitled
surveil	surveils	surveilled
survene	survenes	surveneed
survey	surveys	surveyed
surview	surviews	surviewed
survise	survises	survised
survive	survives	survived
suscitate	suscitates	suscitated
suspect	suspects	suspected
suspend	suspends	suspended
suspicion	suspicions	suspicioned
suspire	suspires	suspired
suss	susses	sussed
sustain	sustains	sustained
sustentate	sustentates	sustentated
susurrate	susurrates	susurrated
sutle	sutles	sutled
suttle	suttles	suttled
suture	sutures	sutured
swab	swabs	swabbed
swaddle	swaddles	swaddled
swag	swags	swagged
swage	swages	swaged
swagger	swaggers	swaggered
swaip	swaips	swaiped
swale	swales	swaled
swaller	swallers	swallered
swallie	swallies	swallit
swallow	swallows	swallowed
swamp	swamps	swamped
swan	swans	swanned
swang	swangs	swanged
swank	swanks	swanked
swap	swaps	swapped
swarf	swarfs	swarfed
swarm	swarms	swarmed
swart	swarts	swarted
swarten	swartens	swartened
swarve	swarves	swarved
swash	swashes	swashed
swat	swats	swatted
swatch	swatches	swatched
swathe	swathes	swathed
swattle	swattles	swattled
sway	sways	swayed
sweal	sweals	swealed
swear	swears	swore
sweare	sweares	swore
sweat	sweats	sweated
sweatdrop	sweatdrops	sweatdropped
sweb	swebs	swebbed
swedge	swedges	swedged
sweep	sweeps	swept
sweeten	sweetens	sweetened
swell	swells	swelled
swelt	swelts	swelted
swelter	swelters	sweltered
swerve	swerves	swerved
swidden	swiddens	swiddened
swiftboat	swiftboats	swiftboated
swifter	swifters	swiftered
swig	swigs	swigged
swiggle	swiggles	swiggled
swike	swikes	swoke
swill	swills	swilled
swim	swims	swam
swinck	swincks	swincked
swindle	swindles	swindled
swing	swings	swang
swinge	swinges	swinged
swingle	swingles	swingled
swink	swinks	swank
swipe	swipes	swiped
swirl	swirls	swirled
swish	swishes	swished
swiss	swisses	swissed
switch	switches	switched
switchback	switchbacks	switchbacked
swither	swithers	swithered
swive	swives	swived
swivel	swivels	swiveled
swizz	swizzes	swizzed
swizzle	swizzles	swizzled
swob	swobs	swobbed
swoon	swoons	swooned
swoop	swoops	swooped
swoosh	swooshes	swooshed
swop	swops	swopped
swordfish	swordfishes	swordfished
swot	swots	swotted
swound	swounds	swounded
swown	swowns	swowned
swype	swypes	swyped
swyve	swyves	swyved
sycophant	sycophants	sycophanted
sycophantize	sycophantizes	sycophantized
syllabicate	syllabicates	syllabicated
syllabificate	*syllabificates	syllabificated
syllabify	syllabifies	syllabified
syllabize	syllabizes	syllabized
syllable	syllables	syllabled
syllogize	syllogizes	syllogized
symbol	symbols	symboled
symbolise	symbolises	symbolised
symbolize	symbolizes	symbolized
symlink	symlinks	symlinked
symmetrise	symmetrises	symmetrised
symmetrize	symmetrizes	symmetrized
sympathise	sympathises	sympathised
sympathize	sympathizes	sympathized
symphonize	symphonizes	symphonized
symptomatize	symptomatizes	symptomatized
symptomize	symptomizes	symptomized
synapse	synapses	synapsed
sync	syncs	synched
synch	synchs	synched
synchronise	synchronises	synchronised
synchronize	synchronizes	synchronized
syncopate	syncopates	syncopated
syncopize	syncopizes	syncopized
syncretise	syncretises	syncretised
syncretize	syncretizes	syncretized
syncronise	syncronises	syncronised
syncronize	syncronizes	syncronized
syndicate	syndicates	syndicated
synergise	synergises	synergised
synergize	synergizes	synergized
synonymise	synonymises	synonymised
synonymize	synonymizes	synonymized
synopsize	synopsizes	synopsized
syntacticise	syntacticises	syntacticised
syntacticize	syntacticizes	syntacticized
synthesise	synthesises	synthesised
synthesize	synthesizes	synthesized
synthetize	synthetizes	synthetized
syntonize	syntonizes	syntonized
syphilize	syphilizes	syphilized
syphon	syphons	syphoned
syringe	syringes	syringed
sysop	sysops	sysopped
systematise	systematises	systematised
systematize	systematizes	systematized
systemize	systemizes	systemized
sythe	sythes	sythed
tab	tabs	tabbed
tabify	tabifies	tabified
table	tables	tabled
tablet	tablets	tableted
tabloidize	tabloidizes	tabloidized
taboo	taboos	tabooed
tabor	tabors	tabored
tabour	tabours	taboured
tabu	tabus	tabued
tabularize	tabularizes	tabularized
tabulate	tabulates	tabulated
tack	tacks	tacked
tackle	tackles	tackled
tact	tacts	tacted
tag	tags	tagged
tail	tails	tailed
tailgate	tailgates	tailgated
tailor	tailors	tailored
taint	taints	tainted
take	takes	took
takfir	takfirs	takfired
talc	talcs	talced
talcum	talcums	talcumed
tale	tales	taled
talebear	talebears	talebore
talk	talks	talked
talke	talkes	talked
tallage	tallages	tallaged
talliate	talliates	talliated
tallow	tallows	tallowed
tally	tallies	tallied
tallyho	tallyhos	tallyhoed
tame	tames	tamed
tamp	tamps	tamped
tamper	tampers	tampered
tampon	tampons	tamponed
tan	tans	tanned
tanalize	tanalizes	tanalized
tang	tangs	tanged
tangle	tangles	tangled
tango	tangoes	tangoed
tank	tanks	tanked
tantalise	tantalises	tantalised
tantalize	tantalizes	tantalized
tantamount	tantamounts	tantamounted
tap	taps	tapped
tapdance	tapdances	tapdanced
tape	tapes	taped
taper	tapers	tapered
tapestry	tapestries	tapestried
tappish	tappishes	tappished
tar	tars	tarred
tardy	tardies	tardied
tare	tares	tared
target	targets	targeted
tariff	tariffs	tariffed
tarmac	tarmacs	tarmacked
tarmacadam	tarmacadams	tarmacadamed
tarnish	tarnishes	tarnished
tarp	tarps	tarped
tarre	tarres	tarred
tarry	tarries	tarried
tart	tarts	tarted
tartan	tartans	tartaned
tartanize	tartanizes	tartanized
tartarize	tartarizes	tartarized
tase	tases	tased
taser	tasers	tasered
task	tasks	tasked
tassel	tassels	tasselled
taste	tastes	tasted
tat	tats	tatted
tath	taths	tathed
tatter	tatters	tattered
tattle	tattles	tattled
tattoo	tattoos	tattooed
taughten	taughtens	taughtened
taunt	taunts	taunted
tauten	tautens	tautened
tautologize	tautologizes	tautologized
tautomerize	tautomerizes	tautomerized
taw	taws	tawed
tawk	tawks	tawked
tawn	tawns	tawned
tax	taxes	taxed
taxi	taxies	taxied
taxidermize	taxidermizes	taxidermized
taxonomise	taxonomises	taxonomised
taxonomize	taxonomizes	taxonomized
tchick	tchicks	tchicked
tea	teas	teaed
teabag	teabags	teabagged
teach	teaches	taught
team	teams	teamed
teamkill	teamkills	teamkilled
tear	tears	tore
teargas	teargases	teargassed
tease	teases	teased
teasel	teasels	teaselled
teathe	teathes	teathed
teaze	teazes	teazed
technologize	technologizes	technologized
ted	teds	tedded
tedder	tedders	teddered
tee	tees	teed
teem	teems	teemed
teen	teens	teened
teend	teends	teended
teepee	teepees	teepeed
teeter	teeters	teetered
teetertotter	teetertotters	teetertottered
teethe	teethes	teethed
teld	telds	telded
telecast	telecasts	telecast
telecine	telecines	telecined
telecommunicate	telecommunicates	telecommunicated
telecommute	telecommutes	telecommuted
teleconference	teleconferences	teleconferenced
telecopy	telecopies	telecopied
telefax	telefaxes	telefaxed
telefrag	telefrags	telefragged
telegram	telegrams	telegrammed
telegraph	telegraphs	telegraphed
teleguide	teleguides	teleguided
telemanipulate	telemanipulates	telemanipulated
telemark	telemarks	telemarked
telemarket	telemarkets	telemarketed
telemonitor	telemonitors	telemonitored
teleoperate	teleoperates	teleoperated
telepath	telepaths	telepathed
telepathise	telepathises	telepathised
telepathize	telepathizes	telepathized
telephone	telephones	telephoned
teleport	teleports	teleported
teleprint	teleprints	teleprinted
teleprompt	teleprompts	teleprompted
telescope	telescopes	telescoped
teletransmit	teletransmits	teletransmitted
teletype	teletypes	teletyped
televise	televises	televised
television	televisions	televisioned
telework	teleworks	teleworked
telex	telexes	telexed
telish	telishes	telished
tell	tells	told
tellurize	tellurizes	tellurized
telnet	telnets	telnetted
telpher	telphers	telphered
temp	temps	temped
temper	tempers	tempered
temperate	temperates	temperated
tempest	tempests	tempested
template	templates	templated
templatize	templatizes	templatized
temple	temples	templed
temporalise	temporalises	temporalised
temporalize	temporalizes	temporalized
temporise	temporises	temporised
temporize	temporizes	temporized
tempre	tempres	tempred
tempt	tempts	tempted
tenant	tenants	tenanted
tend	tends	tended
tender	tenders	tendered
tenderise	tenderises	tenderised
tenderize	tenderizes	tenderized
tendre	tendres	tendred
tennis	tennises	tennised
tenon	tenons	tenoned
tense	tenses	tensed
tension	tensions	tensioned
tensor	tensors	tensored
tent	tents	tented
tenter	tenters	tentered
tenuate	tenuates	tenuated
tenure	tenures	tenured
tepefy	tepefies	tepefied
terebrate	terebrates	terebrated
tergiversate	tergiversates	tergiversated
term	terms	termed
terminalize	terminalizes	terminalized
terminate	terminates	terminated
termine	termines	termined
terp	terps	terped
terrace	terraces	terraced
terraform	terraforms	terraformed
terrestrialize	terrestrializes	terrestrialized
terrify	terrifies	terrified
territorialise	territorialises	territorialised
territorialize	territorializes	territorialized
terrorise	terrorises	terrorised
terrorize	terrorizes	terrorized
tertiate	tertiates	tertiated
terve	terves	terved
tervy	tervies	tervied
tesselate	tesselates	tesselated
tessellate	tessellates	tessellated
test	tests	tested
testern	testerns	testerned
testfire	testfires	testfired
testify	testifies	testified
tetanise	tetanises	tetanised
tetanize	tetanizes	tetanized
tetch	tetches	tetched
tether	tethers	tethered
tetter	tetters	tettered
tew	tews	tewed
text	texts	texted
textualise	textualises	textualised
textualize	textualizes	textualized
texture	textures	textured
texturise	texturises	texturised
texturize	texturizes	texturized
thack	thacks	thacked
thank	thanks	thanked
thanke	thankes	thanked
thanksgive	thanksgives	thanksgave
tharf	tharf	thurft
thatch	thatches	thatched
thaw	thaws	thawed
theatricalise	theatricalises	theatricalised
theatricalize	theatricalizes	theatricalized
thee	thees	theed
thematise	thematises	thematised
thematize	thematizes	thematized
theme	themes	themed
theologise	theologises	theologised
theologize	theologizes	theologized
theorem	theorems	theoremed
theorise	theorises	theorised
theorize	theorizes	theorized
theosophize	theosophizes	theosophized
therapize	therapizes	therapized
therapy	therapies	therapied
thermalise	thermalises	thermalised
thermalize	thermalizes	thermalized
thermoform	thermoforms	thermoformed
thermolyze	thermolyzes	thermolyzed
thermoregulate	thermoregulates	thermoregulated
thew	thews	thewed
thick	thicks	thicked
thicken	thickens	thickened
thieve	thieves	thieved
thig	thigs	thigged
thimblerig	thimblerigs	thimblerigged
thin	thins	thinned
thinck	thincks	thought
thing	things	thinged
thingify	thingifies	thingified
think	thinks	thought
thinke	thinkes	thought
third	thirds	thirded
thirl	thirls	thirled
thirst	thirsts	thirsted
thizz	thizzes	thizzed
thoil	thoils	thoiled
thole	tholes	tholed
thoriate	thoriates	thoriated
thorn	thorns	thorned
thoroughgo	thoroughgoes	thoroughwent
thou	thous	thoued
thrack	thracks	thracked
thrall	thralls	thralled
thrash	thrashes	thrashed
thrave	thraves	thraved
thread	threads	threaded
threadjack	threadjacks	threadjacked
threap	threaps	threaped
threat	threats	threated
threaten	threatens	threatened
threepeat	threepeats	threepeated
threpe	threpes	threped
thresh	threshes	threshed
thrid	thrids	thridded
thrill	thrills	thrilled
thring	thrings	thrang
thrive	thrives	throve
throat	throats	throated
throb	throbs	throbbed
throe	throes	throed
thrombose	thromboses	thrombosed
throne	thrones	throned
throng	throngs	thronged
thropple	thropples	throppled
throttle	throttles	throttled
throw	throws	threw
thrum	thrums	thrummed
thrust	thrusts	thrust
thrutch	thrutches	thrutched
thryfallow	thryfallows	thryfallowed
thud	thuds	thudded
thumb	thumbs	thumbed
thumbnail	thumbnails	thumbnailed
thumbshot	thumbshots	thumbshotted
thumbtack	thumbtacks	thumbtacked
thump	thumps	thumped
thunder	thunders	thundered
thunderstrike	thunderstrikes	thunderstruck
thunk	thunks	thunked
thurl	thurls	thurled
thwack	thwacks	thwacked
thwap	thwaps	thwapped
thwart	thwarts	thwarted
thwite	thwites	thwited
thwittle	thwittles	thwittled
thwock	thwocks	thwocked
thyroidectomize	thyroidectomizes	thyroidectomized
tic	tics	ticced
tice	tices	ticed
tick	ticks	ticked
ticket	tickets	ticketed
tickle	tickles	tickled
tiddle	tiddles	tiddled
tide	tides	tided
tidivate	tidivates	tidivated
tidy	tidies	tidied
tie	ties	tied
tier	tiers	tiered
tiff	tiffs	tiffed
tight	tights	tighted
tighten	tightens	tightened
tile	tiles	tiled
till	tills	tilled
tiller	tillers	tillered
tillow	tillows	tillowed
tilt	tilts	tilted
timber	timbers	timbered
time	times	timed
timebox	timeboxes	timeboxed
timecode	timecodes	timecoded
timeline	timelines	timelined
times	timeses	timesed
timestamp	timestamps	timestamped
timetable	timetables	timetabled
tin	tins	tinned
tinct	tincts	tincted
tincture	tinctures	tinctured
tind	tinds	tinded
tinder	tinders	tindered
tine	tines	tined
ting	tings	tinged
tinge	tinges	tinged
tingle	tingles	tingled
tink	tinks	tinked
tinker	tinkers	tinkered
tinkle	tinkles	tinkled
tinplate	tinplates	tinplated
tinsel	tinsels	tinselled
tint	tints	tinted
tintinnabulate	tintinnabulates	tintinnabulated
tip	tips	tipped
tipple	tipples	tippled
tippytoe	tippytoes	tippytoed
tipsify	tipsifies	tipsified
tiptoe	tiptoes	tiptoed
tire	tires	tired
tissue	tissues	tissued
titer	titers	titered
tithe	tithes	tithed
titillate	titillates	titillated
titivate	titivates	titivated
title	titles	titled
titrate	titrates	titrated
titre	titres	titred
titter	titters	tittered
tittivate	tittivates	tittivated
tittup	tittups	tittupped
titubate	titubates	titubated
titwank	titwanks	titwanked
tiver	tivers	tivered
tivo	tivos	tivoed
toady	toadies	toadied
toast	toasts	toasted
toat	toats	toated
tobeat	tobeats	tobeat
toboggan	toboggans	tobogganed
tobreak	tobreaks	tobroke
tobruise	tobruises	tobruised
toburst	tobursts	toburst
tock	tocks	tocked
tocleave	tocleaves	toclove
tocut	tocuts	tocut
tod	tods	todded
todash	todashes	todashed
toddle	toddles	toddled
todraw	todraws	todrew
todrive	todrives	todrove
toe	toes	toed
toenail	toenails	toenailed
toepoke	toepokes	toepoked
tofrush	tofrushes	tofrushed
tog	togs	togged
toggle	toggles	toggled
togo	togoes	towent
togrind	togrinds	toground
tohew	tohews	tohewed
toil	toils	toiled
toilet	toilets	toileted
toke	tokes	toked
token	tokens	tokened
tokenise	tokenises	tokenised
tokenize	tokenizes	tokenized
tolash	tolashes	tolashed
tole	toles	'''toled'''
tolerate	tolerates	tolerated
tolerize	tolerizes	tolerized
toll	tolls	tolled
tolt	tolts	tolted
tolug	tolugs	tolugged
tom	toms	tommed
tomahawk	tomahawks	tomahawked
tomato	tomatos	tomatoed
tomb	tombs	tombed
tombstone	tombstones	tombstoned
tomcat	tomcats	tomcatted
tone	tones	toned
tong	tongs	tonged
tongue	tongues	tongued
tonguefuck	tonguefucks	tonguefucked
tonicize	tonicizes	tonicized
tonitruate	tonitruates	tonitruated
tonsure	tonsures	tonsured
tool	tools	tooled
toom	tooms	toomed
toot	toots	tooted
tooth	tooths	toothed
toothbrush	toothbrushes	toothbrushed
tootle	tootles	tootled
top	tops	topped
topdress	topdresses	topdressed
tope	topes	toped
topicalise	topicalises	topicalised
topicalize	topicalizes	topicalized
topinch	topinches	topinched
topline	toplines	toplined
topple	topples	toppled
topspin	topspins	topspun
topstitch	topstitches	topstitched
toquake	toquakes	toquaked
toquash	toquashes	toquashed
torace	toraces	toraced
torat	torats	toratted
torch	torches	torched
torchwork	torchworks	torchworked
toreave	toreaves	toreft
torend	torends	torent
torfel	torfels	torfeled
torit	torits	torit
torive	torives	torift
torment	torments	tormented
torob	torobs	torobbed
torpedo	torpedoes	torpedoed
torpify	torpifies	torpified
torque	torques	torqued
torrefy	torrefies	torrefied
torrent	torrents	torrented
torrify	torrifies	torrified
torture	tortures	tortured
toruffle	toruffles	toruffled
torve	torves	torved
tose	toses	tosed
tosh	toshes	toshed
toshake	toshakes	toshook
toshear	toshears	toshore
toshend	toshends	toshent
toshiver	toshivers	toshivered
toslive	toslives	toslived
tosliver	toslivers	toslivered
toss	tosses	tossed
tostart	tostarts	tostarted
tosunder	tosunders	tosundered
toswap	toswaps	toswapped
toswink	toswinks	toswank
tot	tots	totted
total	totals	totaled
totalize	totalizes	totalized
tote	totes	toted
totear	totears	totore
totorve	totorves	totorved
totread	totreads	totrod
totter	totters	tottered
tottle	tottles	tottled
touch	touches	touched
tough	toughs	toughed
toughen	toughens	toughened
tour	tours	toured
touristify	touristifies	touristified
tourney	tourneys	tourneyed
touse	touses	toused
tousel	tousels	touselled
tousle	tousles	tousled
tout	touts	touted
touze	touzes	touzed
touzle	touzles	touzled
tow	tows	towed
towel	towels	toweled
tower	towers	towered
towind	towinds	towound
toxicate	toxicates	toxicated
